Country,Time,GDP,CPI,DEBT
CHE,2015,82081.5971616165,-1.143909,42.37722
CHE,2016,80172.2320869148,-0.4346187,41.18677
CHE,2017,80449.9945127739,0.5337878,41.89757
CHE,2018,82818.1081617471,0.9363354,39.73784
CHE,2019,81993.72712595,0.3628862,40.99786
TUR,2010,10742.4300726761,8.566444,48.90123
TUR,2011,11420.7732646112,6.471879,43.60278
TUR,2012,11795.316711752,8.89157,40.94091
TUR,2013,12614.4802575975,7.49309,34.28374
TUR,2014,12157.3379609015,8.854572,33.23423
TUR,2015,11006.2497363978,7.670854,32.59971
TUR,2016,10895.3186924719,7.775134,34.35389
TUR,2017,10591.4743712025,11.14431,34.86066
TUR,2018,9455.59365384828,16.33246,32.36224
TUR,2019,9126.56134585014,15.17682,34.81565
GBR,2000,28149.8700107891,1.2,49.40916
GBR,2001,27744.5064592461,1.6,46.8025
GBR,2002,30056.5862179301,1.5,49.57492
GBR,2003,34419.1479145952,1.4,48.67639
GBR,2004,40290.3139710116,1.4,52.00222
GBR,2005,42030.2866138136,2.1,52.33475
GBR,2006,44599.6975685697,2.5,51.33741
GBR,2007,50566.8265956828,2.4,53.05963
GBR,2008,47286.9984928367,3.5,65.69854
GBR,2009,38713.1374283353,2.0,78.7708
GBR,2010,39435.8399018505,2.5,89.43959
GBR,2011,42038.572250193,3.8,103.3041
GBR,2012,42462.771568145,2.6,107.4202
GBR,2013,43444.533001954,2.3,103.3236
GBR,2014,47425.6076805194,1.5,113.1906
GBR,2015,44974.8318771782,0.4,112.6328
GBR,2016,41064.1334316223,1.0,119.7748
GBR,2017,40361.4173832159,2.6,117.066
GBR,2018,43043.2278164551,2.3,113.8455
GBR,2019,42330.117537005,1.7,117.1544
USA,2000,36334.9087770589,3.376857,72.12884
USA,2001,37133.2428088526,2.826171,74.78979
USA,2002,38023.1611144021,1.586032,80.40752
USA,2003,39496.4858751381,2.270095,81.8779
USA,2004,41712.8010675545,2.677237,88.86619
USA,2005,44114.7477810544,3.392747,88.58617
USA,2006,46298.7314440927,3.225944,85.94158
USA,2007,47975.9676958038,2.852673,86.37641
USA,2008,48382.5584490552,3.8391,102.4055
USA,2009,47099.9804711343,-0.3555463,115.6774
USA,2010,48467.5157769259,1.640043,125.8009
USA,2011,49886.8181094923,3.156842,130.9599
USA,2012,51610.6052783379,2.069337,132.6923
USA,2013,53117.6678498178,1.464833,136.2379
USA,2014,55064.7445483427,1.622223,135.5844
USA,2015,56839.3817742317,0.1186271,136.43
USA,2016,57951.5840820997,1.261583,138.111
USA,2017,60062.2223132211,2.13011,134.6742
USA,2018,62996.4712852605,2.442583,136.1796
USA,2019,65297.517508274,1.81221,134.5957
