const,Country,Time,NEET,Exp_LMP,Exp_LMP_2,Exp_LMP_3,STR,STR_2,STR_3,GDP,LogGDP,CPI,DEBT,Years_schooling,Exp_educ,LogExp_educ,Strictness_of_workers,PT_employ
1.0,DNK,2014,11.583735,3.43,11.7649,40.353607000000004,11.859,140.635881,1667.800912779,62548.9847332908,11.043705284481007,0.5640205,59.14192,12.8,12199.38,9.409140409757853,1.915,63.8512240298399
1.0,DNK,2018,12.030656,2.87,8.2369,23.639903000000004,11.91,141.84810000000002,1689.410871,61598.5367043936,11.028393394440656,0.8136095,50.82243,,,,1.915,62.9217202368326
1.0,FIN,2013,12.331663,2.6,6.760000000000001,17.576,13.197,174.16080899999997,2298.4001963729997,49878.0432444536,10.81733616976333,1.478288,64.522,12.3,8590.1738,9.05837424760249,1.952,35.8151967399018
1.0,FIN,2014,12.966842,2.86,8.179599999999999,23.393655999999996,13.332,177.74222400000002,2369.6593303680006,50260.2998588958,10.824970777233702,1.0412,71.26928,12.4,8802.9873,9.082846408769873,1.952,36.7993816671269
1.0,FIN,2015,14.311735,2.91,8.468100000000002,24.642171000000005,13.584,184.52505599999998,2506.5883607039996,42784.6983616432,10.663935802731316,-0.207932,75.23145,12.4,9322.9629,9.140235764883005,1.952,36.7387820010774
1.0,FIN,2016,13.227513,2.8,7.839999999999999,21.951999999999995,13.322,177.47568399999997,2364.3310622479994,43784.2839622098,10.68703021832734,0.3566845,75.60892,12.4,9642.0771,9.173891831199933,1.952,37.0640393913652
1.0,FIN,2017,12.605042,2.55,6.5024999999999995,16.581374999999998,13.667,186.786889,2552.816411963,46336.6632530127,10.74368878963234,0.754015,73.04077,12.4,9633.0596,9.172956169803781,1.892,38.3256531395738
1.0,FIN,2018,11.945032,2.21,4.8841,10.793861,13.585,184.55222500000002,2507.1419766250006,50030.8773106501,10.82039564002009,1.083821,69.76114,,,,1.892,36.5531715026204
1.0,FRA,2010,16.61404,3.01,9.060099999999998,27.270900999999995,19.261,370.98612099999997,7145.5636765809995,40638.33400426,10.612467087422422,1.531123,100.9953,10.9,6486.1816,8.77742928524188,2.676,17.6547439452337
1.0,FRA,2011,16.407499,2.76,7.617599999999999,21.024575999999996,19.062,363.35984400000007,6926.365346328002,43790.7320482019,10.687177476901702,2.111598,103.8066,10.9,6674.8457,8.8061013668964,2.676,17.5298220638677
1.0,FRA,2012,16.582481,2.82,7.952399999999999,22.425767999999998,19.453,378.41920899999997,7361.388872676999,40874.7035053457,10.618266654481397,1.954195,111.9382,11.0,6846.1294,8.831438720459849,2.676,18.3847056650927
1.0,FRA,2013,16.340042,2.93,8.584900000000001,25.153757000000002,19.684,387.45985600000006,7626.759805504002,42592.9340943342,10.659443652169937,0.8637155,112.4676,11.2,7265.2158,8.89085327962379,2.676,18.7969373446923
1.0,FRA,2014,16.251743,3.02,9.1204,27.543608,19.641,385.7688809999999,7576.886591720998,43011.2631028417,10.669217293001564,0.5077588,120.1551,11.4,7372.8506,8.905559694662148,2.676,19.6903895319424
1.0,FRA,2015,17.200922,2.97,8.820900000000002,26.198073000000004,19.693,387.8142490000001,7637.226005557001,36638.184929157,10.508846279601332,0.03751438,120.8252,11.5,7444.3481,8.915210379162094,2.676,20.3924315480139
1.0,FRA,2016,17.187014,3.0,9.0,27.0,19.66,386.5156,7598.896696,37037.3741861219,10.519682794943805,0.1833349,123.6707,11.5,7745.4746,8.954864029217562,2.676,20.0472642004697
1.0,FRA,2017,16.5467,2.85,8.1225,23.149125,19.457,378.57484900000003,7365.930836993,38812.1610341682,10.566488905218522,1.032283,122.9442,11.5,8319.3154,9.026335246775922,2.676,20.3102197535531
1.0,FRA,2018,16.096914,2.66,7.0756000000000006,18.821096000000004,19.154,366.875716,7027.137464264,41631.0907389044,10.636602540636188,1.850815,121.3599,,,,2.721,19.2078108414215
1.0,DEU,2013,9.6834126,1.65,2.7224999999999997,4.492125,15.62,243.98439999999997,3811.0363279999992,46285.7640688407,10.742589721279948,1.504722,84.32757,14.0,8149.2197,9.005677459320031,2.889,21.0458977932502
1.0,DEU,2014,9.1729298,1.59,2.5281000000000002,4.019679000000001,15.44,238.3936,3680.7971839999996,47959.9932737599,10.778122468894566,0.9067971,84.10702,14.0,8580.4795,9.057245076701342,2.889,20.676599233874
1.0,DEU,2015,8.5675774,1.52,2.3104,3.5118080000000003,15.447,238.60980899999998,3685.8057196229993,41086.7296737253,10.623440469362897,0.514421,80.0452,14.1,8654.502,9.065834926960077,2.889,21.5826822894211
1.0,DEU,2016,9.6113749,1.45,2.1025,3.048625,15.322,234.76368399999998,3597.0491662479994,42107.5172703074,10.647981561220469,0.4917486,77.22083,14.1,9170.1045,9.123703961041631,2.889,22.3736787602628
1.0,DEU,2017,9.3432322,1.42,2.0164,2.8632879999999994,15.396,237.03681600000002,3649.4188191360004,44552.8193719078,10.704430716461218,1.509497,72.78644,14.1,9572.2148,9.166619889227798,2.889,23.1083421208936
1.0,DEU,2018,9.1876764,1.39,1.9320999999999997,2.6856189999999995,15.265,233.020225,3557.0537346250003,47810.5076706348,10.775000720066906,1.732168,69.58807,,,,2.889,23.3438420691834
1.0,HUN,2013,20.482632,1.21,1.4641,1.771561,10.631,113.018161,1201.4960695910002,13687.5140593304,9.52423931372402,1.7332,97.39288,12.0,5497.9077,8.61212288066139,2.169,6.6081508654729
1.0,HUN,2014,17.478123,1.21,1.4641,1.771561,11.46,131.3316,1505.0601360000003,14267.0121547683,9.565705309064287,-0.2275663,100.8193,11.8,3771.5762,8.235248283252384,2.169,5.23197226017472
1.0,HUN,2015,15.890547,1.11,1.2321000000000002,1.3676310000000003,11.235,126.22522499999998,1418.1404028749998,12706.8912148924,9.449899740630066,-0.06164468,98.89789,11.8,5121.666,8.541235055730505,2.169,5.25837241354431
1.0,HUN,2016,15.176572,1.14,1.2995999999999999,1.4815439999999995,11.015,121.33022500000001,1336.4524283750002,13090.5067287853,9.479642569291839,0.3947693,98.75479,11.9,5559.7495,8.623308332272833,2.169,6.64368867874283
1.0,HUN,2017,14.015918,1.05,1.1025,1.1576250000000001,10.8,116.64000000000001,1259.7120000000002,14605.8543453283,9.58917770988114,2.348243,93.07479,11.9,5490.7969,8.610828678796592,2.169,4.9111625551473
1.0,HUN,2018,13.499011,0.84,0.7055999999999999,0.5927039999999999,10.176,103.550976,1053.734731776,16410.1872639683,9.7056575955954,2.850248,86.52464,,,,2.169,6.18185677351065
1.0,IRL,2017,13.105398,1.25,1.5625,1.953125,15.653,245.016409,3835.2418500770004,69822.3470849141,11.153709396320226,0.3405316,75.73867,12.5,8214.5889,9.013666986614204,1.878,42.1072474110495
1.0,IRL,2018,11.733475,1.04,1.0816000000000001,1.124864,15.254,232.68451599999997,3549.369607064,78621.2279310086,11.272397017411611,0.4883702,74.37717,,,,1.878,40.2227501714882
1.0,ITA,2013,26.099258,1.94,3.7636,7.301384,12.346,152.423716,1881.823197736,35549.9746972954,10.478694723481356,1.219992,143.1716,10.3,8082.8633,8.997501457553225,3.166,25.8055295180192
1.0,ITA,2014,27.712954,1.9,3.61,6.858999999999999,12.382,153.313924,1898.3330069679998,35518.4152916749,10.477806581574669,0.2410575,155.6326,10.1,8143.9893,9.005035424938754,3.166,26.0676834516273
1.0,ITA,2015,27.383543,1.78,3.1684,5.6397520000000005,12.357,152.695449,1886.8576632929996,30230.2263021296,10.316597573757049,0.03878675,156.8527,10.2,8473.6563,9.044717371005916,3.166,25.9433222472775
1.0,ITA,2018,23.842592,1.56,2.4336,3.7964160000000002,11.527,132.871729,1531.6124201829998,34615.7568910987,10.452064258858876,1.137488,146.7885,,,,2.624,23.823417544908
1.0,LUX,2013,6.0610461,1.47,2.1609,3.176523,8.819,77.77476100000001,685.8956172590002,113625.13289956,11.640660001112188,1.73404,30.22084,11.8,17942.307,9.794916722662844,2.632,20.0065496521194
1.0,LUX,2014,8.211834,1.38,1.9043999999999996,2.6280719999999995,8.944,79.99513600000002,715.4764963840003,118823.648368575,11.68539572644234,0.628544,30.55047,12.0,20607.545,9.933412549855992,2.632,26.9705577951309
1.0,LUX,2015,8.425355,1.34,1.7956000000000003,2.4061040000000005,10.74,115.3476,1238.833224,101376.496574339,11.526596554064248,0.4747432,30.47134,12.0,21158.158,9.959780831143377,2.632,22.0287038691182
1.0,LUX,2017,7.7415361,1.38,1.9043999999999996,2.6280719999999995,9.01,81.1801,731.432701,107627.151006695,11.586428227655237,1.7308,29.65228,12.1,19690.26,9.887879376218413,2.632,20.04912750317
1.0,LUX,2018,8.3878117,1.26,1.5876000000000001,2.000376,9.049,81.884401,740.9719446489999,116654.26106674,11.66696980543,1.528195,28.83572,,,,2.632,17.1385529167279
1.0,MEX,2013,22.298733,0.01,0.0001,1.0000000000000002e-06,27.691,766.791481,21233.222900370998,10725.1833166036,9.280349836107355,3.80639,47.10764,8.4,2762.335,7.923831615535403,2.789,22.3735225619106
1.0,MEX,2014,22.379408,0.01,0.0001,1.0000000000000002e-06,27.409,751.2532809999999,20591.101178929,10928.9168262489,9.299167475276125,4.018617,50.40139,8.4,2879.9485,7.965527691025663,2.789,21.9770425783481
1.0,MEX,2015,21.938206,0.01,0.0001,1.0000000000000002e-06,26.927,725.063329,19523.780259983,9616.64500568952,9.171250730824301,2.720641,54.74356,8.6,2948.7681,7.989142768897196,2.789,22.4276019597112
1.0,MEX,2016,21.765724,0.01,0.0001,1.0000000000000002e-06,26.742,715.1345640000001,19124.128510488,8744.51577183222,9.07618201391644,2.821708,52.84832,8.6,3044.948,8.021239102822483,2.789,21.5835089733809
1.0,MEX,2017,21.198429,0.0,0.0,0.0,26.552,705.008704,18719.391108608,9287.84973619382,9.136462344973152,6.041456,53.22276,8.6,2781.9719,7.93091527178536,2.789,21.3120873637689
1.0,MEX,2018,20.878084,0.0,0.0,0.0,26.41,697.4881,18420.660721,9686.51378326598,9.178489865461618,4.899351,55.7872,,,,2.789,21.0108416873242
1.0,NLD,2014,9.2209091,2.77,7.6729,21.253933,16.552,273.968704,4534.729988608,52830.1742328055,10.874837788142806,0.9760351,83.33254,12.1,8394.1426,9.03528943207423,3.223,70.5116489857052
1.0,NLD,2015,8.2679853,2.55,6.5024999999999995,16.581374999999998,16.554,274.03491599999995,4536.373999463999,45175.2318933798,10.718304248670936,0.6002482,79.6172,12.1,8528.3613,9.0511525118309,3.223,71.5047278205692
1.0,NLD,2016,7.8377733,2.36,5.569599999999999,13.144255999999999,16.774,281.36707600000005,4719.651332824001,46007.8529206547,10.736567376567377,0.3166667,77.63338,12.1,8767.8184,9.078843297294474,3.371,71.5037950191396
1.0,NLD,2017,7.5493064,2.14,4.5796,9.800344,16.65,277.22249999999997,4615.754624999999,48675.2223350213,10.792925397975655,1.381459,70.86796,12.2,9300.6924,9.137844127982866,3.371,71.1069573386409
1.0,NLD,2018,6.9547057,1.94,3.7636,7.301384,16.414,269.41939600000006,4422.249965944001,53044.5324352253,10.878887074361646,1.703498,66.02966,,,,3.371,70.4892366675214
1.0,NZL,2013,14.114371,0.69,0.4760999999999999,0.32850899999999994,16.388,268.5665440000001,4401.268523072002,42962.9882149803,10.668094284840517,1.134418,,12.1,7176.8794,8.878619943610472,1.173,41.5106740440358
1.0,NZL,2014,12.936568,0.63,0.39690000000000003,0.250047,16.36,267.64959999999996,4378.747455999999,44553.2822108385,10.7044411049514,1.227513,,12.2,7449.0127,8.915836779101658,1.173,40.6937134943459
1.0,NZL,2015,13.294979,0.64,0.4096,0.26214400000000004,16.451,270.635401,4452.222981851,38615.9951849093,10.561421852648724,0.2927033,,12.4,7786.4409,8.96013915384687,1.173,39.4316162970901
1.0,NZL,2016,11.323588,0.63,0.39690000000000003,0.250047,16.571,274.598041,4550.364137411001,40105.6133867135,10.599271588203788,0.6462373,,12.5,8453.9717,9.042391633593335,1.173,38.4527547674674
1.0,NZL,2017,11.173238,0.56,0.31360000000000005,0.17561600000000005,16.903,285.71140899999995,4829.379946326999,42849.426324701,10.665447535947997,1.850787,,12.5,8532.8516,9.051678887081007,1.173,39.5920650197176
1.0,NZL,2018,10.16933,0.57,0.32489999999999997,0.18519299999999994,16.833,283.34988899999996,4769.628681536999,42949.9305849512,10.667790311228353,1.598298,,,,,1.173,38.6065566364596
1.0,NOR,2013,9.0836496,0.83,0.6889,0.5717869999999999,10.341,106.93628099999998,1105.8280818209998,102913.450843674,11.541643630904934,2.120486,36.46191,12.7,13370.07,9.500773905684378,2.38,51.1987332026546
1.0,NOR,2014,9.2755718,0.89,0.7921,0.7049690000000001,10.29,105.88409999999999,1089.5473889999998,97019.1827527462,11.482663998271113,2.041703,34.71998,12.5,13151.419,9.484284940529427,2.38,50.8624016136406
1.0,NOR,2015,9.1583672,0.98,0.9603999999999999,0.9411919999999999,10.28,105.67839999999998,1086.3739519999997,74355.5158575643,11.21661313686436,2.171137,40.22136,12.5,13012.431,9.473660410315505,2.38,52.4990583562554
1.0,NOR,2016,9.4090204,1.07,1.1449,1.225043,10.148,102.981904,1045.0603617919999,70459.1825041029,11.16278884955859,3.55,44.2576,12.6,12878.485,9.46331336851647,2.38,53.1344305139448
1.0,NOR,2017,8.8167057,0.97,0.9409,0.912673,10.163,103.286569,1049.701400747,75496.7540581998,11.231844941706282,1.875101,44.66471,12.6,13905.593,9.540046412288753,2.38,52.2920871269624
1.0,NOR,2018,8.6749754,0.79,0.6241000000000001,0.49303900000000006,10.095,101.90902500000001,1028.7716073750003,81734.4655736102,11.311231047138333,2.764831,45.34084,,,,2.38,51.3795287530088
1.0,POL,2013,16.951569,0.84,0.7055999999999999,0.5927039999999999,11.093,123.054649,1365.045221357,13696.4663046143,9.524893144575769,0.9,66.44769,12.1,6932.5088,8.843977046872467,2.482,12.466574485802
1.0,POL,2014,15.841155,0.79,0.6241000000000001,0.49303900000000006,10.989,120.75812100000002,1327.0109916690003,14271.3058536202,9.56600621669893,-0.025,71.43756,11.3,7038.7793,8.859190039231093,2.482,12.1028881878549
1.0,POL,2015,15.646258,0.74,0.5476,0.405224,11.091,123.01028099999998,1364.3070265709998,12578.4954734362,9.439743926395991,-0.9333333,70.20952,12.1,6820.6279,8.827706814048241,2.482,10.3704246027541
1.0,POL,2016,15.053272,0.69,0.4760999999999999,0.32850899999999994,11.357,128.981449,1464.8423162929998,12447.4395912808,9.429270225424087,-0.5833333,73.00764,12.2,6942.5923,8.845430514015156,2.482,10.5140990410054
1.0,POL,2017,13.255484,0.62,0.3844,0.23832799999999998,10.741,115.369081,1239.179299021,13864.6817579973,9.537100004883268,1.975,68.7151,12.3,7806.4927,8.962711063862967,2.482,11.1275566542473
1.0,POL,2018,12.690605,0.5,0.25,0.125,9.602,92.19840400000001,885.2890752080001,15468.4822194105,9.646559827532851,1.666667,66.75915,,,,2.482,11.2521442083078
1.0,PRT,2013,17.317533,2.23,4.9729,11.089567,13.205,174.372025,2302.582590125,21647.0418118869,9.982624087230622,0.2744167,141.066,8.6,7767.958,8.957762603159427,2.959,19.4752079097919
1.0,PRT,2014,17.697248,2.13,4.536899999999999,9.663597,13.959,194.853681,2719.962533079,22074.3007634216,10.002169349474292,-0.2781534,150.745,8.9,7909.2559,8.975788985540305,2.777,18.8449616928136
1.0,PRT,2015,15.342356,1.91,3.6481,6.967870999999999,13.704,187.79961600000001,2573.6059376640005,19242.3664710981,9.864869714114452,0.4879386,148.4184,9.1,7418.1479,8.911684695839453,2.777,19.8336351709598
1.0,PRT,2016,15.615495,1.67,2.7889,4.657462999999999,13.121,172.160641,2258.9197705610004,19978.401214968,9.902407029729961,0.6073971,144.3118,9.2,7828.0317,8.96546637807343,2.777,14.4467457624932
1.0,PRT,2017,12.430303,1.43,2.0448999999999997,2.9242069999999996,12.675,160.65562500000001,2036.3100468750004,21490.429863104,9.975362992372936,1.368614,143.1915,9.2,8766.3174,9.078672088399918,2.777,12.9789654366801
1.0,PRT,2018,11.576732,1.3,1.6900000000000002,2.197,12.421,154.281241,1916.3272944609996,23562.5545228191,10.067414058153487,0.9937157,137.3219,,,,2.777,11.213011231924
1.0,SVK,2013,19.110228,0.62,0.3844,0.23832799999999998,16.94,286.96360000000004,4861.163384000001,18260.0157710019,9.812469017839819,1.400474,65.17045,12.2,6019.2988,8.702726053113414,2.755,8.9459084815868
1.0,SVK,2014,18.712257,0.55,0.30250000000000005,0.16637500000000005,17.156,294.328336,5049.496932415999,18674.3440568625,9.83490588525363,-0.07616533,67.82887,12.3,6203.1191,8.732807525175701,2.755,10.4946525319175
1.0,SVK,2015,17.206007,0.53,0.28090000000000004,0.148877,17.156,294.328336,5049.496932415999,16310.9884090005,9.699594295189076,-0.3252198,66.49396,12.5,6895.6606,8.838647594194981,2.755,11.4935065344853
1.0,SVK,2016,15.899045,0.6,0.36,0.21599999999999997,17.069,291.350761,4973.066139508999,16508.6703604932,9.711640998267827,-0.5200102,67.74002,12.5,6658.853,8.803702526480263,2.755,10.4950769120606
1.0,SVK,2017,16.216686,0.56,0.31360000000000005,0.17561600000000005,17.399,302.725201,5267.115772199001,17556.6008176369,9.773185273145574,1.311946,65.5633,12.5,6836.2974,8.830001548262837,2.755,9.96384593426272
1.0,SVK,2018,15.148472,0.55,0.30250000000000005,0.16637500000000005,17.524,307.09057600000006,5381.4552538240005,19406.3475337924,9.873355483999164,2.514037,63.46797,,,,2.755,8.61993624545419
1.0,ESP,2013,27.151373,3.53,12.460899999999999,43.986976999999996,13.756,189.22753600000001,2603.013985216,29059.5479522321,10.277102381333362,1.408546,106.5573,9.5,6967.5908,8.849024791205167,2.259,37.7465884585072
1.0,ESP,2014,24.314959,3.11,9.672099999999999,30.080230999999998,13.544,183.43993600000002,2484.510493184,29461.5503337389,10.290841313674026,-0.1508703,119.4734,9.7,7052.4565,8.861131274831607,2.259,37.1234998509909
1.0,ESP,2015,22.820313,2.58,6.6564000000000005,17.173512000000002,13.655,186.45902499999997,2546.0979863749994,25732.0183647454,10.155491346223524,-0.5004613,117.0753,9.7,7356.7319,8.903371077783957,2.259,35.6742290789804
1.0,ESP,2016,21.675491,2.3,5.289999999999999,12.166999999999998,13.564,183.982096,2495.533150144,26505.3432155204,10.185101622423916,-0.2026717,117.3305,9.8,7805.0806,8.962530159609857,2.259,36.8349390889906
1.0,ESP,2017,19.869802,2.21,4.8841,10.793861,13.646,186.21331600000002,2541.0669101360004,28170.1678643302,10.246018819827821,1.956083,115.7774,9.8,8160.6777,9.007082495980159,2.259,36.5382991668388
1.0,ESP,2018,19.058907,2.16,4.6656,10.077696000000001,13.607,185.15044899999998,2519.3421595429995,30389.3609902899,10.321847858716747,1.675068,114.5046,,,,2.259,34.9205063307976
1.0,SWE,2013,9.3649673,2.0,4.0,8.0,12.675,160.65562500000001,2036.3100468750004,61126.9431963979,11.020708016805981,-0.04429297,57.99327,12.2,10807.128,9.287961195408096,2.604,37.3510719380152
1.0,SWE,2014,9.4477053,1.92,3.6864,7.077887999999999,12.739,162.28212100000002,2067.3119394190003,60020.3604576572,11.00243912460207,-0.1796385,64.19485,12.3,10832.12,9.290271073377252,2.604,37.2400237629552
1.0,SWE,2015,9.0771637,1.79,3.2041,5.735339000000001,12.831,164.634561,2112.4260521909996,51545.4836095322,10.850219873764718,-0.04678474,62.32385,12.4,10972.563,9.3031531631727,2.604,38.0838248990168
1.0,SWE,2016,8.2297888,1.71,2.9240999999999997,5.000210999999999,13.055,170.433025,2225.003141375,51965.1571531985,10.858328718230371,0.9842693,61.91907,12.4,11569.423,9.35612094858979,2.604,37.5956737854826
1.0,SWE,2017,8.0416346,1.65,2.7224999999999997,4.492125,12.827,164.531929,2110.451053283,53791.5087298403,10.892870903392996,1.794499,60.04974,12.4,12188.987,9.408288118119867,2.604,38.1230530816952
1.0,SWE,2018,8.858016,1.56,2.4336,3.7964160000000002,13.646,186.21331600000002,2541.0669101360004,54589.0603860606,10.907588782428745,1.953535,59.1263,,,,2.604,38.6829652492312
1.0,CHE,2017,8.4002142,1.28,1.6384,2.0971520000000003,15.299,234.05940099999998,3580.874775899,80449.9945127739,11.295391084213863,0.5337878,41.89757,13.4,,,2.056,20.2694656925516
1.0,CHE,2018,8.0663462,1.17,1.3688999999999998,1.6016129999999997,15.223,231.739729,3527.7738945670003,82818.1081617471,11.324402014068157,0.9363354,39.73784,,,,2.056,19.5881013491924
1.0,USA,2013,16.004404,0.35,0.12249999999999998,0.04287499999999999,15.347,235.530409,3614.6851869229995,53117.6678498178,10.880264879756897,1.464833,136.2379,13.2,10962.167,9.302205259936288,0.673,
1.0,USA,2014,15.047262,0.28,0.07840000000000001,0.021952000000000006,15.435,238.239225,3677.222437875,55064.7445483427,10.91626494549526,1.622223,135.5844,13.3,11306.268,9.333112541182139,0.673,
1.0,USA,2015,14.380193,0.28,0.07840000000000001,0.021952000000000006,15.354,235.74531599999997,3619.6335818639996,56839.3817742317,10.947984705554978,0.1186271,136.43,13.3,11727.023,9.369651115745063,0.673,
