Country,ISC11_LEVEL_CAT,Time,STR
PRT,L3,2014,8.906
PRT,L3,2015,9.698
PRT,L3,2016,9.572000000000001
PRT,L3,2017,9.202
PRT,L3,2018,9.02
PRT,L5T8,2013,14.015999999999998
PRT,L5T8,2014,14.422
PRT,L5T8,2015,13.927
PRT,L5T8,2016,14.368
PRT,L5T8,2017,14.210999999999999
PRT,L5T8,2018,14.297
SVK,L0,2005,13.587
SVK,L0,2010,12.468
SVK,L0,2011,12.359000000000002
SVK,L0,2012,12.404000000000002
SVK,L0,2013,12.634
SVK,L0,2014,12.572000000000001
SVK,L0,2015,12.45
SVK,L0,2016,12.224
SVK,L0,2017,11.981
SVK,L0,2018,11.767999999999999
SVK,L1,2013,16.94
SVK,L1,2014,17.156
SVK,L1,2015,17.156
SVK,L1,2016,17.069000000000003
SVK,L1,2017,17.399
SVK,L1,2018,17.524
SVK,L2,2013,12.482999999999999
SVK,L2,2014,12.470999999999998
SVK,L2,2015,11.591
SVK,L2,2016,12.337
SVK,L2,2017,12.413
SVK,L2,2018,12.546
SVK,L3,2013,13.581
SVK,L3,2014,13.524000000000001
SVK,L3,2015,13.537
SVK,L3,2016,13.505
SVK,L3,2017,13.557
SVK,L3,2018,13.49
SVK,L5T8,2013,13.812999999999999
SVK,L5T8,2014,13.707
SVK,L5T8,2015,12.982999999999999
SVK,L5T8,2016,12.398
SVK,L5T8,2017,11.925
SVK,L5T8,2018,11.425999999999998
SVN,L0,2005,8.427999999999999
SVN,L0,2010,
SVN,L0,2011,
SVN,L0,2012,
SVN,L0,2013,8.136000000000001
SVN,L0,2014,8.112
SVN,L0,2015,8.058
SVN,L0,2016,8.045
SVN,L0,2017,7.956
SVN,L0,2018,7.846
SVN,L1,2013,15.995
SVN,L1,2014,15.862
SVN,L1,2015,15.888
SVN,L1,2016,14.282
SVN,L1,2017,14.45
SVN,L1,2018,10.341
SVN,L2,2013,8.208
SVN,L2,2014,8.26
SVN,L2,2015,8.479
SVN,L2,2016,6.082999999999999
SVN,L2,2017,6.039
SVN,L2,2018,
SVN,L3,2013,13.492
SVN,L3,2014,13.687000000000001
SVN,L3,2015,13.435
SVN,L3,2016,14.175
SVN,L3,2017,14.054
SVN,L3,2018,13.732000000000001
SVN,L5T8,2013,18.087
SVN,L5T8,2014,17.479
SVN,L5T8,2015,17.081
SVN,L5T8,2016,15.324000000000002
SVN,L5T8,2017,14.947000000000001
SVN,L5T8,2018,14.434000000000001
ESP,L0,2005,14.140999999999998
ESP,L0,2010,12.987
ESP,L0,2011,12.799000000000001
ESP,L0,2012,13.017000000000001
ESP,L0,2013,12.92
ESP,L0,2014,13.18
ESP,L0,2015,13.023
ESP,L0,2016,12.940999999999999
ESP,L0,2017,12.762
ESP,L0,2018,12.508
ESP,L1,2013,13.755999999999998
ESP,L1,2014,13.544
ESP,L1,2015,13.655
ESP,L1,2016,13.564
ESP,L1,2017,13.645999999999999
ESP,L1,2018,13.607000000000001
ESP,L2,2013,11.577
ESP,L2,2014,11.794
ESP,L2,2015,11.907
ESP,L2,2016,11.732999999999999
ESP,L2,2017,11.751
ESP,L2,2018,11.879000000000001
ESP,L3,2013,11.048
ESP,L3,2014,11.285
ESP,L3,2015,11.124
ESP,L3,2016,10.697000000000001
ESP,L3,2017,10.668
ESP,L3,2018,10.501
ESP,L5T8,2013,12.142999999999999
ESP,L5T8,2014,12.876
ESP,L5T8,2015,12.672
ESP,L5T8,2016,12.206
ESP,L5T8,2017,12.352
ESP,L5T8,2018,12.296
SWE,L0,2005,
SWE,L0,2010,
SWE,L0,2011,
SWE,L0,2012,
SWE,L0,2013,6.047999999999999
SWE,L0,2014,5.492000000000001
SWE,L0,2015,6.105
SWE,L0,2016,6.025
SWE,L0,2017,5.962000000000001
SWE,L0,2018,5.901
SWE,L1,2013,12.675
SWE,L1,2014,12.739
SWE,L1,2015,12.831
SWE,L1,2016,13.055
SWE,L1,2017,12.827
SWE,L1,2018,13.645999999999999
SWE,L2,2013,11.96
SWE,L2,2014,12.217
SWE,L2,2015,12.262
SWE,L2,2016,12.397
SWE,L2,2017,12.184000000000001
SWE,L2,2018,11.056
SWE,L3,2013,12.79
SWE,L3,2014,13.809000000000001
SWE,L3,2015,14.402000000000001
SWE,L3,2016,13.677999999999999
SWE,L3,2017,13.696
SWE,L3,2018,13.567
SWE,L5T8,2013,11.024000000000001
SWE,L5T8,2014,10.693
SWE,L5T8,2015,10.43
SWE,L5T8,2016,10.384
SWE,L5T8,2017,10.27
SWE,L5T8,2018,10.142000000000001
CHE,L0,2005,
CHE,L0,2010,
CHE,L0,2011,
CHE,L0,2012,
CHE,L0,2013,
CHE,L0,2014,
CHE,L0,2015,
CHE,L0,2016,
CHE,L0,2017,17.881
CHE,L0,2018,18.195
CHE,L1,2013,
CHE,L1,2014,
CHE,L1,2015,
CHE,L1,2016,
CHE,L1,2017,15.299000000000001
CHE,L1,2018,15.222999999999999
CHE,L2,2013,
CHE,L2,2014,
CHE,L2,2015,
CHE,L2,2016,
CHE,L2,2017,11.738
CHE,L2,2018,11.640999999999998
CHE,L3,2013,
CHE,L3,2014,
CHE,L3,2015,
CHE,L3,2016,
CHE,L3,2017,12.265999999999998
CHE,L3,2018,12.214
CHE,L5T8,2013,
CHE,L5T8,2014,
CHE,L5T8,2015,
CHE,L5T8,2016,
CHE,L5T8,2017,14.857000000000001
CHE,L5T8,2018,13.117
TUR,L0,2005,
TUR,L0,2010,
TUR,L0,2011,
TUR,L0,2012,
TUR,L0,2013,
TUR,L0,2014,
TUR,L0,2015,
TUR,L0,2016,
TUR,L0,2017,
TUR,L0,2018,
TUR,L1,2013,19.833
TUR,L1,2014,19.327
TUR,L1,2015,18.405
TUR,L1,2016,17.694000000000003
TUR,L1,2017,16.977999999999998
TUR,L1,2018,17.177
TUR,L2,2013,19.273
TUR,L2,2014,18.445999999999998
TUR,L2,2015,16.761
TUR,L2,2016,15.100999999999999
TUR,L2,2017,16.509
TUR,L2,2018,15.884
TUR,L3,2013,15.619000000000002
TUR,L3,2014,14.762
TUR,L3,2015,14.145
TUR,L3,2016,12.725
TUR,L3,2017,12.895999999999999
TUR,L3,2018,12.34
TUR,L5T8,2013,21.693
TUR,L5T8,2014,20.294
TUR,L5T8,2015,21.892
TUR,L5T8,2016,23.125
TUR,L5T8,2017,25.647
TUR,L5T8,2018,25.136999999999997
GBR,L0,2005,
GBR,L0,2010,
GBR,L0,2011,
GBR,L0,2012,
GBR,L0,2013,
GBR,L0,2014,17.585
GBR,L0,2015,
GBR,L0,2016,
GBR,L0,2017,22.999000000000002
GBR,L0,2018,
GBR,L1,2013,20.673000000000002
GBR,L1,2014,19.622
GBR,L1,2015,18.358
GBR,L1,2016,16.945999999999998
GBR,L1,2017,16.895
GBR,L1,2018,19.894000000000002
GBR,L2,2013,18.479
GBR,L2,2014,14.96
GBR,L2,2015,14.269
GBR,L2,2016,14.800999999999998
GBR,L2,2017,15.22
GBR,L2,2018,15.856
GBR,L3,2013,18.511
GBR,L3,2014,16.349
GBR,L3,2015,26.098000000000003
GBR,L3,2016,16.469
GBR,L3,2017,17.162
GBR,L3,2018,18.009
GBR,L5T8,2013,17.975
GBR,L5T8,2014,16.739
GBR,L5T8,2015,15.887
GBR,L5T8,2016,15.84
GBR,L5T8,2017,15.83
GBR,L5T8,2018,15.383
USA,L0,2005,
USA,L0,2010,
USA,L0,2011,
USA,L0,2012,
USA,L0,2013,
USA,L0,2014,
USA,L0,2015,
USA,L0,2016,
USA,L0,2017,
USA,L0,2018,
USA,L1,2013,15.347000000000001
USA,L1,2014,15.435
USA,L1,2015,15.354000000000001
USA,L1,2016,15.216
USA,L1,2017,15.182
USA,L1,2018,15.224
USA,L2,2013,15.368
USA,L2,2014,15.457
USA,L2,2015,15.374
USA,L2,2016,15.292
USA,L2,2017,15.258
USA,L2,2018,15.171
USA,L3,2013,15.362
USA,L3,2014,15.457
USA,L3,2015,15.376
USA,L3,2016,15.488
USA,L3,2017,15.448
USA,L3,2018,15.091
USA,L5T8,2013,15.159
USA,L5T8,2014,14.633
USA,L5T8,2015,14.475999999999999
USA,L5T8,2016,14.161
USA,L5T8,2017,13.902000000000001
USA,L5T8,2018,13.82
